h1	43012.75
h2	41460.75
h3	39921.75
h4	39099.5
h5	38886.25
h6	38427.0
h7	37861.0
h8	38528.75
h9	39324.25
h10	41834.0
h11	44526.0
h12	47488.25
h13	48768.5
h14	48485.0
h15	48197.25
h16	48515.5
h17	50351.0
h18	53540.5
h19	54264.75
h20	53312.0
h21	51079.5
h22	49480.25
h23	48481.0
h24	45720.75
h25	43717.0
h26	42060.0
h27	41649.25
h28	42176.25
h29	43626.75
h30	46700.75
h31	52400.75
h32	57821.25
h33	61170.75
h34	62994.75
h35	64151.25
h36	65448.75
h37	65738.0
h38	65043.25
h39	63821.25
h40	63703.5
h41	64892.0
h42	68083.0
h43	67829.5
h44	66048.25
h45	62334.75
h46	59211.5
h47	57287.75
h48	53623.0
h49	50679.75
h50	49722.75
h51	49435.75
h52	49326.5
h53	50111.5
h54	52730.75
h55	57519.0
h56	61899.25
h57	64422.75
h58	65787.75
h59	66445.75
h60	67427.75
h61	67643.0
h62	66436.75
h63	65572.75
h64	64920.75
h65	66170.5
h66	69236.75
h67	68934.25
h68	66974.25
h69	63267.25
h70	60310.25
h71	58096.25
h72	54818.25
h73	51656.25
h74	49752.25
h75	49191.75
h76	49649.75
h77	50696.75
h78	53115.0
h79	58033.0
h80	63389.5
h81	66535.5
h82	68185.25
h83	68942.75
h84	69477.25
h85	69769.25
h86	68712.5
h87	66939.0
h88	66187.0
h89	67527.25
h90	69556.0
h91	68888.75
h92	66871.0
h93	62924.5
h94	59977.25
h95	58143.5
h96	54217.5
h97	51165.5
h98	48990.75
h99	47770.0
h100	47288.25
h101	47419.25
h102	47493.25
h103	48131.25
h104	50542.5
h105	54062.25
h106	57309.0
h107	59432.5
h108	60590.75
h109	60486.0
h110	59252.5
h111	58077.0
h112	57658.25
h113	58714.5
h114	61544.25
h115	61609.75
h116	59742.75
h117	56018.75
h118	53671.75
h119	52653.25
h120	49614.75
h121	46334.5
h122	44299.0
h123	42938.5
h124	42759.5
h125	42805.75
h126	42258.0
h127	41867.25
h128	42972.5
h129	45619.75
h130	49122.75
h131	52069.5
h132	54654.75
h133	55117.5
h134	53694.0
h135	53159.0
h136	52365.0
h137	54096.25
h138	57566.5
h139	58478.0
h140	56975.75
h141	54682.75
h142	53005.25
h143	52449.0
h144	49635.75
h145	46662.25
h146	45061.25
h147	44590.25
h148	45267.75
h149	47129.0
h150	51337.75
h151	60014.25
h152	66299.75
h153	69053.25
h154	69327.0
h155	70640.75
h156	71641.0
h157	71501.0
h158	71493.25
h159	71228.75
h160	71073.25
h161	72049.75
h162	74349.25
h163	73435.5
h164	71574.25
h165	68230.5
h166	65162.75
h167	61980.0
h168	57995.75
h169	54157.25
h170	52289.25
h171	51555.5
h172	52124.0
h173	53632.25
h174	57137.25
h175	64546.75
h176	70710.75
h177	73216.25
h178	73342.0
h179	73857.5
h180	74477.75
h181	74291.75
h182	74021.5
h183	73260.0
h184	72880.75
h185	73598.25
h186	75449.75
h187	74930.5
h188	73155.25
h189	69259.75
h190	65694.0
h191	62631.5
h192	58900.25
h193	55042.75
h194	53312.0
h195	52389.0
h196	52896.0
h197	54376.75
h198	57353.75
h199	64547.0
h200	71075.75
h201	73831.5
h202	74392.0
h203	75187.25
h204	76105.0
h205	75540.0
h206	75218.25
h207	74516.0
h208	73831.25
h209	74242.25
h210	76543.5
h211	75688.75
h212	73750.5
h213	69669.25
h214	66120.0
h215	63115.25
h216	58559.0
h217	55903.5
h218	53576.5
h219	52584.25
h220	52699.0
h221	53447.5
h222	56199.25
h223	63165.5
h224	69168.75
h225	71702.75
h226	71718.25
h227	72818.0
h228	73315.75
h229	72918.0
h230	72439.75
h231	71358.0
h232	70985.25
h233	71358.25
h234	73717.25
h235	72980.75
h236	71405.0
h237	67980.5
h238	64309.0
h239	62192.5
h240	58516.75
h241	56365.0
h242	54295.25
h243	53765.75
h244	54268.0
h245	55524.0
h246	58386.75
h247	65977.25
h248	72145.5
h249	74531.75
h250	75032.5
h251	75640.5
h252	76335.25
h253	75695.5
h254	74519.0
h255	72800.25
h256	71818.75
h257	72205.25
h258	74264.25
h259	73195.5
h260	71352.0
h261	67013.25
h262	63367.75
h263	60959.5
h264	57238.0
h265	53112.75
h266	50671.0
h267	48944.25
h268	48231.5
h269	48477.0
h270	48955.0
h271	50436.0
