h1	15699.65375
h2	15133.17375
h3	14571.43875
h4	14271.3175
h5	14193.481249999999
h6	14025.855
h7	13819.265
h8	14062.99375
h9	14353.35125
h10	15269.41
h11	16251.99
h12	17333.21125
h13	17800.5025
h14	17697.024999999998
h15	17591.99625
h16	17708.1575
h17	18378.114999999998
h18	19542.2825
h19	19806.63375
h20	19458.88
h21	18644.017499999998
h22	18060.29125
h23	17695.565
h24	16688.07375
h25	15956.705
h26	15351.9
h27	15201.97625
h28	15394.33125
h29	15923.76375
h30	17045.77375
h31	19126.27375
h32	21104.75625
h33	22327.32375
h34	22993.083749999998
h35	23415.20625
h36	23888.79375
h37	23994.37
h38	23740.78625
h39	23294.75625
h40	23251.7775
h41	23685.579999999998
h42	24850.295
h43	24757.767499999998
h44	24107.611249999998
h45	22752.18375
h46	21612.1975
h47	20910.02875
h48	19572.395
h49	18498.10875
h50	18148.80375
h51	18044.048749999998
h52	18004.1725
h53	18290.6975
h54	19246.72375
h55	20994.434999999998
h56	22593.22625
h57	23514.30375
h58	24012.528749999998
h59	24252.69875
h60	24611.12875
h61	24689.695
h62	24249.41375
h63	23934.05375
h64	23696.07375
h65	24152.2325
h66	25271.41375
h67	25161.00125
h68	24445.60125
h69	23092.54625
h70	22013.24125
h71	21205.13125
h72	20008.66125
h73	18854.53125
h74	18159.57125
h75	17954.98875
h76	18122.15875
h77	18504.31375
h78	19386.975
h79	21182.045
h80	23137.1675
h81	24285.4575
h82	24887.61625
h83	25164.10375
h84	25359.19625
h85	25465.77625
h86	25080.0625
h87	24432.735
h88	24158.255
h89	24647.44625
h90	25387.94
h91	25144.39375
h92	24407.915
h93	22967.4425
h94	21891.69625
h95	21222.3775
h96	19789.3875
h97	18675.4075
h98	17881.62375
h99	17436.05
h100	17260.21125
h101	17308.02625
h102	17335.03625
h103	17567.90625
h104	18448.0125
h105	19732.72125
h106	20917.785
h107	21692.8625
h108	22115.62375
h109	22077.39
h110	21627.1625
h111	21198.105
h112	21045.26125
h113	21430.7925
h114	22463.65125
h115	22487.55875
h116	21806.10375
h117	20446.84375
h118	19590.18875
h119	19218.43625
h120	18109.38375
h121	16912.0925
h122	16169.135
h123	15672.5525
h124	15607.217499999999
h125	15624.09875
h126	15424.17
h127	15281.54625
h128	15684.9625
h129	16651.208749999998
h130	17929.80375
h131	19005.3675
h132	19948.98375
h133	20117.8875
h134	19598.31
h135	19403.035
h136	19113.225
h137	19745.13125
h138	21011.7725
h139	21344.47
h140	20796.14875
h141	19959.20375
h142	19346.91625
h143	19143.885
h144	18117.048749999998
h145	17031.72125
h146	16447.35625
h147	16275.44125
h148	16522.72875
h149	17202.085
h150	18738.27875
h151	21905.20125
h152	24199.40875
h153	25204.43625
h154	25304.355
h155	25783.87375
h156	26148.965
h157	26097.864999999998
h158	26095.03625
h159	25998.493749999998
h160	25941.736249999998
h161	26298.15875
h162	27137.47625
h163	26803.9575
h164	26124.60125
h165	24904.1325
h166	23784.403749999998
h167	22622.7
h168	21168.44875
h169	19767.396249999998
h170	19085.57625
h171	18817.7575
h172	19025.26
h173	19575.771249999998
h174	20855.09625
h175	23559.56375
h176	25809.423749999998
h177	26723.931249999998
h178	26769.829999999998
h179	26957.9875
h180	27184.37875
h181	27116.48875
h182	27017.8475
h183	26739.899999999998
h184	26601.47375
h185	26863.361249999998
h186	27539.15875
h187	27349.6325
h188	26701.66625
h189	25279.80875
h190	23978.309999999998
h191	22860.497499999998
h192	21498.591249999998
h193	20090.60375
h194	19458.88
h195	19121.985
h196	19307.04
h197	19847.51375
h198	20934.118749999998
h199	23559.655
h200	25942.64875
h201	26948.497499999998
h202	27153.079999999998
h203	27443.34625
h204	27778.325
h205	27572.1
